,CUSTOMER_ID,CHURN_PROBABILITY,CHURN_LABEL,CLIENT_TO_CONTACT,DISCOUNT
169,C100649,0.6899488450794525,LEAVE,YES,10.78
431,C101705,0.6887849433627795,LEAVE,YES,39.300000000000004
404,C101595,0.6887125348097728,LEAVE,NO,0.0
2296,C109242,0.688103007133515,LEAVE,NO,0.0
1169,C104626,0.6880549671402725,LEAVE,NO,0.0
671,C102608,0.687934277924437,LEAVE,NO,0.0
1353,C105376,0.6878823216368644,LEAVE,YES,82.62
3042,C112123,0.6876280227424083,LEAVE,NO,0.0
1853,C107369,0.6865275313795488,LEAVE,NO,0.0
3525,C114055,0.6848372321744385,LEAVE,NO,0.0
461,C101808,0.6846520229436759,LEAVE,NO,0.0
568,C102239,0.6843108036081617,LEAVE,YES,37.2
3209,C112772,0.684275622198652,LEAVE,NO,0.0
988,C103906,0.6839878547919426,LEAVE,NO,0.0
3387,C113500,0.6839466683768197,LEAVE,NO,0.0
2404,C109642,0.6834815750066332,LEAVE,NO,0.0
515,C102036,0.6823490166843034,LEAVE,YES,73.60000000000001
3223,C112846,0.6817021598879902,LEAVE,NO,0.0
366,C101449,0.6812804965068538,LEAVE,NO,0.0
2229,C108952,0.6806897426268025,LEAVE,NO,0.0
1852,C107366,0.6802247993728018,LEAVE,NO,0.0
3093,C112330,0.6799375440176887,LEAVE,NO,0.0
537,C102120,0.6785313968965079,LEAVE,NO,0.0
2785,C111104,0.6776680886097824,LEAVE,NO,0.0
270,C101079,0.6766922025460571,LEAVE,NO,0.0
3027,C112055,0.6765496802841302,LEAVE,NO,0.0
2677,C110737,0.6763726634854521,LEAVE,NO,0.0
3791,C115208,0.6759333095554387,LEAVE,NO,0.0
911,C103618,0.675921992040043,LEAVE,NO,0.0
148,C100580,0.6754176012209048,LEAVE,NO,0.0
978,C103875,0.674666822723567,LEAVE,NO,0.0
2110,C108402,0.6742643469322491,LEAVE,NO,0.0
963,C103815,0.6739204710316681,LEAVE,YES,79.05
3378,C113463,0.6738790726203578,LEAVE,NO,0.0
1201,C104751,0.6730320612184713,LEAVE,NO,0.0
1454,C105780,0.6729950918147867,LEAVE,YES,16.919999999999998
2493,C109996,0.6728692365303572,LEAVE,NO,0.0
2058,C108217,0.6727181337062589,LEAVE,NO,0.0
523,C102054,0.6707125022048872,LEAVE,NO,0.0
787,C103080,0.6702730604997293,LEAVE,NO,0.0
204,C100817,0.669969329101547,LEAVE,NO,0.0
3298,C113133,0.6690708538570069,LEAVE,YES,59.800000000000004
792,C103104,0.6686829971866951,LEAVE,NO,0.0
3930,C115733,0.6681772739925036,LEAVE,NO,0.0
2307,C109280,0.6675865838937891,LEAVE,NO,0.0
1343,C105347,0.6675345853013908,LEAVE,NO,0.0
2630,C110575,0.6668617152088253,LEAVE,NO,0.0
1349,C105365,0.6664229311854505,LEAVE,NO,0.0
3897,C115584,0.6663063452365494,LEAVE,NO,0.0
2409,C109658,0.6661352749068702,LEAVE,YES,17.2
3309,C113182,0.6661329657512676,LEAVE,YES,33.6
1040,C104101,0.6660822919288332,LEAVE,NO,0.0
730,C102856,0.6657479241502688,LEAVE,NO,0.0
827,C103251,0.6654884659467439,LEAVE,NO,0.0
1722,C106889,0.6653391225888268,LEAVE,NO,0.0
23,C100066,0.6647496451756661,LEAVE,NO,0.0
962,C103814,0.6643358547159721,LEAVE,NO,0.0
3800,C115228,0.6624283464887434,LEAVE,NO,0.0
495,C101936,0.660587550048629,LEAVE,YES,31.29
828,C103254,0.660573914322146,LEAVE,NO,0.0
3493,C113905,0.6605712923520011,LEAVE,NO,0.0
381,C101524,0.6598145847334939,LEAVE,NO,0.0
3542,C114113,0.6592045524063253,LEAVE,NO,0.0
3396,C113560,0.6590969056721122,LEAVE,YES,15.1
753,C102961,0.6589337776201162,LEAVE,NO,0.0
2032,C108106,0.6585104905080615,LEAVE,NO,0.0
3035,C112094,0.6583108376614475,LEAVE,NO,0.0
53,C100177,0.6569169335392318,LEAVE,NO,0.0
967,C103833,0.65644063981453,LEAVE,NO,0.0
992,C103923,0.6559189565855398,LEAVE,NO,0.0
664,C102596,0.6549944062783049,LEAVE,YES,62.980000000000004
2919,C111645,0.6546553138662488,LEAVE,NO,0.0
1698,C106810,0.6543004411724759,LEAVE,NO,0.0
2514,C110086,0.6542143413160794,LEAVE,NO,0.0
2336,C109400,0.6518517342955117,LEAVE,NO,0.0
1122,C104455,0.6513602369327344,LEAVE,NO,0.0
2869,C111461,0.6511926861638109,LEAVE,YES,18.55
92,C100338,0.6511727897005887,LEAVE,NO,0.0
3422,C113646,0.6511492717859386,LEAVE,NO,0.0
1500,C106006,0.6508778127556505,LEAVE,NO,0.0
665,C102597,0.6507369961680785,LEAVE,YES,23.0
669,C102603,0.6507057242151914,LEAVE,NO,0.0
480,C101891,0.6499928223170046,LEAVE,NO,0.0
754,C102967,0.6499691635467614,LEAVE,NO,0.0
1647,C106616,0.6490266832206992,LEAVE,NO,0.0
2522,C110137,0.6488812432302906,LEAVE,YES,15.1
1413,C105642,0.6486471816164977,LEAVE,NO,0.0
3546,C114132,0.6477703139159721,LEAVE,YES,59.86
2244,C109008,0.6477158041057905,LEAVE,NO,0.0
698,C102703,0.6462918901199037,LEAVE,NO,0.0
866,C103413,0.6461654845317216,LEAVE,NO,0.0
1445,C105757,0.6449512652753827,LEAVE,NO,0.0
2651,C110637,0.6448841436609992,LEAVE,NO,0.0
1501,C106014,0.6446836735176757,LEAVE,NO,0.0
863,C103409,0.6445198779202383,LEAVE,NO,0.0
595,C102319,0.6440984506096992,LEAVE,NO,0.0
2927,C111681,0.6439087524405843,LEAVE,NO,0.0
2208,C108866,0.6437504835931072,LEAVE,NO,0.0
35,C100113,0.6434986125629141,LEAVE,NO,0.0
3876,C115490,0.6433430297495462,LEAVE,NO,0.0
510,C102009,0.6422701600203142,LEAVE,YES,22.77
3086,C112300,0.6422059050794129,LEAVE,NO,0.0
2745,C110965,0.6398849750713764,LEAVE,YES,21.56
1658,C106661,0.6392186865397068,LEAVE,NO,0.0
3345,C113340,0.6389721995525327,LEAVE,YES,8.64
2304,C109271,0.6389595964211131,LEAVE,NO,0.0
3404,C113585,0.6384071089846713,LEAVE,NO,0.0
760,C102999,0.6370783370459999,LEAVE,YES,15.73
1111,C104431,0.6369622330350677,LEAVE,YES,42.57
2228,C108949,0.636763269566203,LEAVE,NO,0.0
239,C100926,0.6366661741834557,LEAVE,NO,0.0
1711,C106849,0.6364446949942808,LEAVE,NO,0.0
3301,C113155,0.634515673403923,LEAVE,NO,0.0
950,C103767,0.6341549868471821,LEAVE,NO,0.0
2049,C108172,0.633831816440228,LEAVE,NO,0.0
1869,C107455,0.6337385854704146,LEAVE,NO,0.0
3934,C115753,0.6334845253978804,LEAVE,NO,0.0
2015,C108054,0.632533937628248,LEAVE,NO,0.0
1039,C104100,0.6322067286375761,LEAVE,NO,0.0
1156,C104567,0.6321166585183773,LEAVE,NO,0.0
750,C102953,0.6320878191097257,LEAVE,NO,0.0
2168,C108665,0.6315909622268913,LEAVE,NO,0.0
3303,C113157,0.6303699203800298,LEAVE,NO,0.0
2443,C109761,0.6299571167267036,LEAVE,YES,59.800000000000004
1025,C104032,0.6294985108019708,LEAVE,YES,89.04
2515,C110092,0.6294580611839283,LEAVE,NO,0.0
2595,C110433,0.6286565559791776,LEAVE,NO,0.0
3789,C115197,0.6283363464482499,LEAVE,NO,0.0
2519,C110104,0.6278318908950647,LEAVE,NO,0.0
3547,C114133,0.6275308498757026,LEAVE,NO,0.0
2250,C109031,0.6254942044718277,LEAVE,NO,0.0
2860,C111420,0.6246388742052565,LEAVE,NO,0.0
456,C101793,0.6245334146655303,LEAVE,NO,0.0
848,C103361,0.624009505581824,LEAVE,NO,0.0
3051,C112157,0.6238484434870813,LEAVE,NO,0.0
1231,C104888,0.6237238406381579,LEAVE,NO,0.0
2242,C109005,0.6232161391551914,LEAVE,YES,53.199999999999996
2382,C109570,0.6228244307770742,LEAVE,YES,16.64
1911,C107617,0.6223620846177068,LEAVE,NO,0.0
126,C100487,0.62181132563939,LEAVE,NO,0.0
334,C101351,0.6216248287760858,LEAVE,NO,0.0
591,C102295,0.620319898019112,LEAVE,NO,0.0
3088,C112312,0.6201267036433299,LEAVE,NO,0.0
3710,C114858,0.6197891017102471,LEAVE,NO,0.0
2613,C110524,0.6195137175853684,LEAVE,NO,0.0
3034,C112086,0.618750992203243,LEAVE,NO,0.0
1300,C105178,0.6168391381375675,LEAVE,NO,0.0
2636,C110594,0.6165363858721,LEAVE,YES,71.0
3974,C115923,0.6163039753985825,LEAVE,YES,1.88
722,C102823,0.6162045970063826,LEAVE,NO,0.0
263,C101046,0.6160307777520581,LEAVE,NO,0.0
3129,C112447,0.615320230734911,LEAVE,NO,0.0
865,C103412,0.6147049103978043,LEAVE,NO,0.0
477,C101880,0.6146913884375592,LEAVE,NO,0.0
3447,C113759,0.6142999418719807,LEAVE,YES,51.66
349,C101386,0.6128398478922883,LEAVE,NO,0.0
885,C103512,0.6127038246827804,LEAVE,NO,0.0
3316,C113199,0.6124863080564942,LEAVE,NO,0.0
1043,C104111,0.6116247706966874,LEAVE,NO,0.0
2781,C111097,0.6116200837351092,LEAVE,NO,0.0
1366,C105439,0.6111380465451237,LEAVE,NO,0.0
796,C103113,0.6110457044222851,LEAVE,NO,0.0
496,C101938,0.6104194700319486,LEAVE,NO,0.0
1754,C107013,0.6090517387672001,LEAVE,YES,89.64
2157,C108615,0.609015129277874,LEAVE,NO,0.0
3024,C112034,0.6088386521570102,LEAVE,NO,0.0
2199,C108836,0.6087322394576007,LEAVE,NO,0.0
3079,C112266,0.6072117639399811,LEAVE,NO,0.0
859,C103396,0.6071274896739064,LEAVE,NO,0.0
2166,C108650,0.6070130777401569,LEAVE,NO,0.0
1238,C104914,0.6069567674018389,LEAVE,NO,0.0
3240,C112919,0.6066739584968375,LEAVE,YES,13.5
2635,C110592,0.6065493056766342,LEAVE,NO,0.0
626,C102429,0.6063770475053698,LEAVE,YES,18.2
862,C103403,0.6062273925752126,LEAVE,NO,0.0
1355,C105380,0.6061070349371315,LEAVE,NO,0.0
786,C103074,0.6059386305765618,LEAVE,NO,0.0
1153,C104562,0.6056844654778479,LEAVE,YES,34.96
2268,C109115,0.6045113821658468,LEAVE,NO,0.0
2862,C111436,0.6037705125409747,LEAVE,NO,0.0
718,C102807,0.6036549087573102,LEAVE,NO,0.0
2130,C108495,0.6029579044914266,LEAVE,NO,0.0
2148,C108583,0.6025554982071879,LEAVE,NO,0.0
1634,C106573,0.6021762139362006,LEAVE,NO,0.0
70,C100253,0.6019182516192042,LEAVE,NO,0.0
1031,C104057,0.6014944722774375,LEAVE,NO,0.0
2396,C109611,0.6014001145404956,LEAVE,NO,0.0
713,C102788,0.6011824266760102,LEAVE,YES,11.76
793,C103106,0.599230427312972,LEAVE,YES,5.64
1099,C104366,0.5986523757944546,LEAVE,NO,0.0
1180,C104676,0.5984644817733609,LEAVE,NO,0.0
2537,C110192,0.5963791248430204,LEAVE,NO,0.0
2599,C110450,0.5960605953594964,LEAVE,NO,0.0
294,C101155,0.5944481010317993,LEAVE,NO,0.0
2398,C109615,0.5940711869418452,LEAVE,YES,45.21
2292,C109222,0.5939814272822384,LEAVE,YES,11.770000000000001
1611,C106459,0.5939339752899948,LEAVE,NO,0.0
1345,C105353,0.5922572169041971,LEAVE,NO,0.0
341,C101370,0.5918505585054598,LEAVE,NO,0.0
1085,C104275,0.5913180313709104,LEAVE,NO,0.0
1885,C107513,0.5905218357956589,LEAVE,NO,0.0
1920,C107656,0.5890354542999413,LEAVE,NO,0.0
3142,C112519,0.5883292420405626,LEAVE,NO,0.0
89,C100324,0.5875503298786529,LEAVE,NO,0.0
1805,C107196,0.5870814958275518,LEAVE,NO,0.0
2312,C109308,0.5869505251863435,LEAVE,YES,51.2
291,C101145,0.58689485512817,LEAVE,YES,18.55
352,C101393,0.5861967133678722,LEAVE,NO,0.0
3551,C114143,0.5856235264086002,LEAVE,YES,46.02
1310,C105210,0.5854785241218431,LEAVE,NO,0.0
2603,C110464,0.5831311066749042,LEAVE,NO,0.0
2183,C108724,0.5826697371658911,LEAVE,YES,16.64
210,C100840,0.5810267464510674,LEAVE,YES,31.98
3354,C113377,0.5805978184213177,LEAVE,NO,0.0
1379,C105485,0.5803416321853527,LEAVE,NO,0.0
1163,C104603,0.5802201151339983,LEAVE,NO,0.0
1710,C106848,0.5797753781679091,LEAVE,NO,0.0
1518,C106081,0.5796753923291712,LEAVE,NO,0.0
2437,C109745,0.5786701999907738,LEAVE,YES,76.0
2513,C110079,0.5774097989152375,LEAVE,NO,0.0
2185,C108740,0.5757981172602741,LEAVE,NO,0.0
1424,C105677,0.5753052052344679,LEAVE,YES,26.189999999999998
3430,C113678,0.5743460122242735,LEAVE,YES,15.72
766,C103016,0.5743420234748738,LEAVE,NO,0.0
2694,C110795,0.5743206975550097,LEAVE,YES,45.14
1594,C106391,0.5735828698616932,LEAVE,NO,0.0
2129,C108489,0.5734826409725439,LEAVE,NO,0.0
975,C103870,0.5734639015196974,LEAVE,NO,0.0
201,C100802,0.5732929406725059,LEAVE,YES,8.549999999999999
2575,C110350,0.5724488215802025,LEAVE,NO,0.0
168,C100647,0.5719332115038966,LEAVE,YES,27.439999999999998
2512,C110073,0.5716814170656949,LEAVE,NO,0.0
3709,C114856,0.5703073467205966,LEAVE,NO,0.0
350,C101389,0.5697072059440362,LEAVE,NO,0.0
1481,C105911,0.5692966062468391,LEAVE,NO,0.0
2442,C109753,0.5689733028148742,LEAVE,NO,0.0
3153,C112559,0.5687618067836043,LEAVE,NO,0.0
2774,C111066,0.5679353844706733,LEAVE,NO,0.0
1959,C107821,0.5674726720494231,LEAVE,NO,0.0
2838,C111357,0.5671142259110351,LEAVE,NO,0.0
883,C103497,0.5669272277787422,LEAVE,NO,0.0
1748,C107000,0.566650890254004,LEAVE,NO,0.0
3060,C112192,0.5658478792800234,LEAVE,NO,0.0
339,C101360,0.5654388928786097,LEAVE,YES,10.45
57,C100193,0.5649255267332878,LEAVE,NO,0.0
3635,C114547,0.5639209215534858,LEAVE,YES,20.0
1024,C104030,0.5639019710216662,LEAVE,NO,0.0
3874,C115484,0.5636371882843054,LEAVE,NO,0.0
235,C100918,0.5633920067967897,LEAVE,NO,0.0
2722,C110900,0.5628175960159216,LEAVE,NO,0.0
3865,C115449,0.5611108107594851,LEAVE,NO,0.0
1298,C105171,0.5609103975119863,LEAVE,NO,0.0
1015,C104011,0.5607152244159204,LEAVE,NO,0.0
3768,C115109,0.5606201925056968,LEAVE,NO,0.0
2473,C109901,0.559184307470411,LEAVE,NO,0.0
2029,C108100,0.5585357806644007,LEAVE,NO,0.0
2915,C111631,0.5577133773025333,LEAVE,NO,0.0
1,C100003,0.5574388249561245,LEAVE,NO,0.0
2171,C108675,0.5571401529071588,LEAVE,NO,0.0
2303,C109270,0.5569615227879514,LEAVE,YES,53.300000000000004
1773,C107080,0.5560359400449278,LEAVE,NO,0.0
2890,C111557,0.5552115376036385,LEAVE,YES,3.64
2670,C110700,0.5542020045211599,LEAVE,NO,0.0
3577,C114260,0.5537243473543471,LEAVE,NO,0.0
3526,C114058,0.5535872633512068,LEAVE,NO,0.0
2975,C111873,0.5526204247124807,LEAVE,NO,0.0
3639,C114558,0.5520163092242724,LEAVE,NO,0.0
2793,C111128,0.5516041721501096,LEAVE,NO,0.0
1115,C104444,0.5498644310736437,LEAVE,NO,0.0
2215,C108896,0.5487049551893272,LEAVE,NO,0.0
286,C101136,0.5484937472982603,LEAVE,YES,35.38
936,C103711,0.5483646050670581,LEAVE,NO,0.0
3782,C115173,0.5479972341295829,LEAVE,NO,0.0
1265,C105032,0.5475931016682615,LEAVE,YES,1.78
2866,C111451,0.5472737282035693,LEAVE,NO,0.0
3868,C115462,0.546920047893807,LEAVE,YES,37.2
2762,C111015,0.5466829069135155,LEAVE,NO,0.0
3356,C113386,0.5465389454748032,LEAVE,NO,0.0
2309,C109295,0.5457597328898847,LEAVE,YES,29.96
1080,C104265,0.5448173246424356,LEAVE,YES,79.67999999999999
845,C103347,0.5444363077314555,LEAVE,NO,0.0
642,C102484,0.5440526846826491,LEAVE,NO,0.0
312,C101239,0.5440098834958597,LEAVE,NO,0.0
1381,C105490,0.542759302135918,LEAVE,NO,0.0
2500,C110018,0.5418971283840089,LEAVE,NO,0.0
3319,C113214,0.5417284174808746,LEAVE,NO,0.0
2612,C110519,0.5406001255982187,LEAVE,NO,0.0
3059,C112188,0.5404527017068665,LEAVE,NO,0.0
3719,C114914,0.5403883646107126,LEAVE,NO,0.0
3097,C112349,0.5394383626478491,LEAVE,NO,0.0
3676,C114710,0.5392872643073522,LEAVE,NO,0.0
2266,C109104,0.5390832835468015,LEAVE,NO,0.0
208,C100835,0.5388318271037075,LEAVE,NO,0.0
1388,C105517,0.5375424482124433,LEAVE,YES,24.660000000000004
1059,C104175,0.5371497621002663,LEAVE,NO,0.0
2549,C110227,0.536994307975069,LEAVE,NO,0.0
3754,C115055,0.5369081983666933,LEAVE,NO,0.0
288,C101140,0.536577177043217,LEAVE,YES,18.08
3464,C113813,0.535753969106016,LEAVE,YES,93.47999999999999
3604,C114394,0.5341170455686941,LEAVE,NO,0.0
2116,C108426,0.5339015301568172,LEAVE,YES,1.88
1121,C104454,0.5327281853068463,LEAVE,NO,0.0
261,C101041,0.5324826944879403,LEAVE,NO,0.0
1236,C104907,0.5321877067638768,LEAVE,NO,0.0
2285,C109180,0.5318450966915741,LEAVE,NO,0.0
3041,C112122,0.5311083882361367,LEAVE,NO,0.0
3895,C115559,0.5293882914036558,LEAVE,NO,0.0
2993,C111917,0.528397286331598,LEAVE,NO,0.0
961,C103810,0.527987451489882,LEAVE,NO,0.0
2642,C110612,0.5273042502384446,LEAVE,NO,0.0
3436,C113707,0.5270080646140316,LEAVE,NO,0.0
3964,C115886,0.5262518667779321,LEAVE,YES,16.299999999999997
2017,C108056,0.5257011926613581,LEAVE,NO,0.0
1154,C104564,0.5256783238312117,LEAVE,NO,0.0
3975,C115924,0.5247298385287515,LEAVE,NO,0.0
1004,C103971,0.5244579956834378,LEAVE,NO,0.0
2492,C109995,0.5238518491253433,LEAVE,NO,0.0
3649,C114599,0.5237951961919851,LEAVE,NO,0.0
2661,C110671,0.5228855218081891,LEAVE,YES,46.919999999999995
3197,C112736,0.521499752079447,LEAVE,YES,2.17
245,C100946,0.5205652380443425,LEAVE,NO,0.0
1148,C104543,0.5194453126695046,LEAVE,NO,0.0
1645,C106603,0.5180041576436837,LEAVE,NO,0.0
3236,C112895,0.5174535121337437,LEAVE,NO,0.0
1789,C107128,0.5168986426570626,LEAVE,NO,0.0
2048,C108167,0.5165447915200845,LEAVE,NO,0.0
2504,C110041,0.516346502652562,LEAVE,NO,0.0
1032,C104062,0.516324435835998,LEAVE,NO,0.0
3385,C113498,0.5159711597837869,LEAVE,NO,0.0
3076,C112256,0.5152757186677993,LEAVE,NO,0.0
1064,C104200,0.5147132509544483,LEAVE,NO,0.0
2864,C111441,0.514451945373486,LEAVE,NO,0.0
325,C101290,0.5127815214497153,LEAVE,NO,0.0
3632,C114530,0.5116360741974176,LEAVE,YES,16.48
3366,C113423,0.5110004264043315,LEAVE,NO,0.0
3569,C114228,0.5106372921630038,LEAVE,NO,0.0
692,C102681,0.510010762206839,LEAVE,NO,0.0
241,C100937,0.5099621196496017,LEAVE,NO,0.0
892,C103535,0.5096934607840327,LEAVE,NO,0.0
1642,C106589,0.5088213424723793,LEAVE,NO,0.0
166,C100643,0.5081212364558966,LEAVE,NO,0.0
1782,C107105,0.5075052017950215,LEAVE,NO,0.0
194,C100766,0.5074072456497167,LEAVE,NO,0.0
182,C100711,0.5074050231943942,LEAVE,NO,0.0
1724,C106893,0.507089384704022,LEAVE,YES,21.8
1315,C105236,0.5066684691801797,LEAVE,NO,0.0
503,C101983,0.5061561779591565,LEAVE,YES,12.46
2914,C111629,0.5056686281606212,LEAVE,NO,0.0
2163,C108628,0.5052483116975495,LEAVE,NO,0.0
2164,C108646,0.5050914480371516,LEAVE,NO,0.0
2050,C108188,0.5049400481629983,LEAVE,NO,0.0
3844,C115368,0.5048912928604087,LEAVE,YES,5.4
3454,C113779,0.5038924402740012,LEAVE,YES,8.64
3927,C115708,0.5016391520266151,LEAVE,NO,0.0
3914,C115640,0.5014691094377083,LEAVE,NO,0.0
2967,C111847,0.49996145077937976,STAY,NO,0.0
3746,C115018,0.49897841096452045,STAY,NO,0.0
1801,C107176,0.4986024818810183,STAY,NO,0.0
3765,C115096,0.4985815201696288,STAY,YES,23.98
3428,C113675,0.4982819923421329,STAY,NO,0.0
1954,C107805,0.49821873543772277,STAY,NO,0.0
2225,C108943,0.4973523033100496,STAY,NO,0.0
2436,C109742,0.49724636549906076,STAY,YES,49.199999999999996
3102,C112364,0.49705364493268916,STAY,NO,0.0
1826,C107280,0.49675933210258055,STAY,NO,0.0
2809,C111188,0.4967485293365577,STAY,NO,0.0
3351,C113367,0.49664400955457866,STAY,NO,0.0
3848,C115373,0.4963564379666419,STAY,NO,0.0
3132,C112466,0.49613612025670634,STAY,NO,0.0
676,C102626,0.49611508638937124,STAY,NO,0.0
1476,C105882,0.495469943387671,STAY,NO,0.0
2804,C111171,0.495381971412166,STAY,NO,0.0
3647,C114590,0.4952988481673819,STAY,NO,0.0
1846,C107345,0.4948046521560172,STAY,NO,0.0
2159,C108618,0.49478991574360875,STAY,NO,0.0
230,C100904,0.4944902351020505,STAY,NO,0.0
925,C103670,0.4928521930357415,STAY,NO,0.0
1758,C107025,0.492709257053403,STAY,YES,2.98
506,C101998,0.49200203859286035,STAY,NO,0.0
1139,C104514,0.49180561067422146,STAY,NO,0.0
2474,C109904,0.4915172569547084,STAY,YES,68.6
729,C102853,0.4915009012479086,STAY,NO,0.0
3817,C115288,0.4911921951701453,STAY,YES,2.08
2566,C110316,0.49103186165041285,STAY,NO,0.0
1935,C107701,0.49081915987815666,STAY,NO,0.0
602,C102342,0.49047816404843536,STAY,NO,0.0
3898,C115585,0.4900749318468288,STAY,NO,0.0
3965,C115889,0.4895514434403907,STAY,NO,0.0
715,C102798,0.48909476128158874,STAY,NO,0.0
348,C101384,0.48836767254048297,STAY,NO,0.0
2583,C110382,0.4871711481894207,STAY,NO,0.0
3825,C115324,0.4865290681590522,STAY,NO,0.0
1756,C107021,0.4861472906248958,STAY,YES,0.88
3344,C113338,0.48556671872387724,STAY,NO,0.0
559,C102203,0.48531013821875074,STAY,NO,0.0
1249,C104974,0.485163338333057,STAY,NO,0.0
1119,C104451,0.4847535674532032,STAY,NO,0.0
2580,C110372,0.48445461304823084,STAY,NO,0.0
3981,C115941,0.48432862508593405,STAY,NO,0.0
2614,C110527,0.4842112653911275,STAY,NO,0.0
90,C100329,0.48232350099732363,STAY,NO,0.0
2045,C108160,0.48228156669449657,STAY,NO,0.0
1393,C105543,0.4817286182447312,STAY,NO,0.0
2678,C110739,0.4807925387062852,STAY,NO,0.0
292,C101146,0.4806875041666138,STAY,NO,0.0
2606,C110493,0.47976663920070334,STAY,YES,1.86
3871,C115474,0.47964185984538005,STAY,NO,0.0
3611,C114412,0.47932787051897796,STAY,NO,0.0
3175,C112653,0.4793033399565213,STAY,NO,0.0
2559,C110279,0.47561360779851314,STAY,NO,0.0
127,C100490,0.4755727247837816,STAY,NO,0.0
2193,C108774,0.47529474462845445,STAY,NO,0.0
1147,C104537,0.4752425495402077,STAY,NO,0.0
2402,C109633,0.4751746915539036,STAY,NO,0.0
3558,C114174,0.47464975542758264,STAY,NO,0.0
64,C100235,0.47374767965561815,STAY,NO,0.0
1871,C107458,0.4737287558932723,STAY,NO,0.0
2794,C111139,0.4733323127145701,STAY,NO,0.0
2355,C109473,0.4732444341477315,STAY,YES,8.96
2951,C111797,0.47269954646267365,STAY,NO,0.0
2472,C109894,0.47159726608836955,STAY,YES,2.7
2870,C111465,0.470854620569794,STAY,NO,0.0
1579,C106332,0.470797108524063,STAY,NO,0.0
2725,C110911,0.4707084334609285,STAY,NO,0.0
3564,C114203,0.4705337112056769,STAY,NO,0.0
3026,C112054,0.46952235437964956,STAY,NO,0.0
519,C102042,0.4694966446764478,STAY,NO,0.0
3169,C112635,0.4672502715947001,STAY,NO,0.0
851,C103377,0.46569475749535544,STAY,NO,0.0
3137,C112499,0.4653806831451762,STAY,NO,0.0
3248,C112944,0.46459909129845217,STAY,NO,0.0
3615,C114446,0.4642217652906135,STAY,NO,0.0
195,C100775,0.46419572669190806,STAY,YES,44.37
579,C102269,0.464148559321858,STAY,NO,0.0
517,C102040,0.46377702147835675,STAY,YES,4.8
2430,C109724,0.463742935172636,STAY,NO,0.0
3245,C112935,0.46368307995036084,STAY,NO,0.0
1220,C104854,0.46368277244007733,STAY,NO,0.0
2445,C109769,0.46358446997339814,STAY,NO,0.0
2326,C109361,0.4616332771059379,STAY,NO,0.0
2305,C109273,0.46147063335926836,STAY,NO,0.0
3096,C112347,0.46134544465447014,STAY,NO,0.0
384,C101534,0.46053004032110895,STAY,YES,29.0
779,C103061,0.4589514668971156,STAY,NO,0.0
2609,C110508,0.4560041121815871,STAY,NO,0.0
3900,C115590,0.4550119485622098,STAY,NO,0.0
2220,C108923,0.4548838518779737,STAY,NO,0.0
3423,C113655,0.4547562637042928,STAY,NO,0.0
575,C102258,0.4536655728153387,STAY,NO,0.0
361,C101437,0.4535010076500001,STAY,NO,0.0
3823,C115320,0.45320327244350533,STAY,NO,0.0
716,C102800,0.4515850646582215,STAY,NO,0.0
3780,C115170,0.451330252341578,STAY,NO,0.0
3890,C115541,0.45110878099766094,STAY,NO,0.0
2180,C108704,0.4506978777291039,STAY,YES,24.0
3496,C113942,0.45069710347563535,STAY,NO,0.0
3624,C114472,0.4499821110350171,STAY,NO,0.0
2133,C108527,0.4487535357958104,STAY,NO,0.0
2300,C109254,0.44873484002004943,STAY,NO,0.0
2207,C108865,0.4480221277632646,STAY,NO,0.0
2043,C108150,0.4478588222099488,STAY,NO,0.0
2353,C109470,0.4475791887796374,STAY,NO,0.0
581,C102272,0.4472479141514091,STAY,NO,0.0
1491,C105959,0.4460103946263989,STAY,NO,0.0
3214,C112793,0.4444560878583157,STAY,NO,0.0
2903,C111593,0.4437448084387897,STAY,NO,0.0
1339,C105341,0.44233458724064945,STAY,NO,0.0
3770,C115121,0.4423206884133188,STAY,NO,0.0
7,C100032,0.4403120778190162,STAY,NO,0.0
116,C100445,0.43961153037154277,STAY,YES,4.88
220,C100866,0.4389214161882241,STAY,NO,0.0
3279,C113057,0.43782985049114376,STAY,NO,0.0
710,C102763,0.4369766851532954,STAY,YES,21.24
3912,C115630,0.43622475582790693,STAY,NO,0.0
2100,C108338,0.4361923172649724,STAY,NO,0.0
3603,C114393,0.43600655726448784,STAY,NO,0.0
2743,C110953,0.43553293388590014,STAY,YES,45.14
2543,C110214,0.4355010298826236,STAY,YES,26.619999999999997
2621,C110547,0.4337694597266195,STAY,NO,0.0
394,C101566,0.43168690822232425,STAY,NO,0.0
409,C101614,0.43160911467240515,STAY,NO,0.0
704,C102723,0.43158721945295303,STAY,NO,0.0
1849,C107356,0.4313277491381589,STAY,NO,0.0
3505,C113970,0.4312147887517627,STAY,NO,0.0
899,C103563,0.43097676210310043,STAY,NO,0.0
1815,C107247,0.4308823144159035,STAY,NO,0.0
319,C101274,0.4307633403209559,STAY,NO,0.0
2861,C111429,0.4280575518906379,STAY,NO,0.0
3573,C114243,0.4270540989893762,STAY,NO,0.0
2779,C111085,0.42702847977815045,STAY,NO,0.0
2582,C110381,0.4267595411495946,STAY,NO,0.0
2688,C110777,0.4266778773332171,STAY,NO,0.0
467,C101843,0.4258301760548977,STAY,NO,0.0
